Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Medium,restaurant type,Order Time,Meal,Perference,Ease and convenient,avg cost (two people),order_hour_of_day,days_since_prior_order,Cities
23,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Quick Bites,,Snacks,Non Veg foods (Lunch / Dinner),Agree,400,17,11,Tier 2
38,Male,Married,Self Employeed,25001 to 50000,Graduate,2,Zomato,"Casual Dining, Bar",Anytime (Mon-Sun),Dinner,,Agree,500,16,30,Tier 2
28,Male,Single,Student,No Income,Ph.D,3,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,14,10,Tier 2
31,Male,Married,Student,No Income,Ph.D,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,300,12,30,Tier 1
39,,Married,,No Income,Post Graduate,3,Swiggy,Desert Parlor,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,150,13,2,Tier 2
33,Male,Married,Employee,25001 to 50000,Graduate,2,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,400,16,8,Tier 1
30,Male,Married,Self Employeed,More than 50000,Graduate,2,ONDC,Casual Dining,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,600,21,30,Tier 1
23,Female,Single,Self Employeed,10001 to 25000,Graduate,2,Swiggy,"Casual Dining, Cafe",Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Agree,900,14,3,Tier 1
29,,Single,Employee,More than 50000,Post Graduate,6,Swiggy,Quick Bites,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,300,15,6,Tier 1
27,Male,Single,Student,No Income,Ph.D,6,ONDC,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,16,30,Tier 1
33,Female,Married,Student,No Income,,3,ONDC,Takeaway,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,500,14,30,Tier 1
27,Male,Prefer not to say,Employee,25001 to 50000,Post Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,700,1,30,Tier 1
24,Female,Single,Student,No Income,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,1800,9,6,Tier 1
32,Female,Married,Employee,10001 to 25000,Post Graduate,2,Zomato,Takeaway,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,300,13,1,Tier 3
25,Male,Single,Student,10001 to 25000,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,500,18,30,Tier 1
22,Male,Single,,More than 50000,Graduate,4,Swiggy,,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,150,7,7,Tier 3
21,Female,Single,Student,Below Rs.10000,Post Graduate,1,Zomato,Cafe,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),,400,13,30,Tier 1
26,Male,Prefer not to say,Self Employeed,More than 50000,Post Graduate,2,ONDC,Desert Parlor,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,100,10,30,Tier 1
29,Female,Married,Self Employeed,25001 to 50000,Post Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,15,3,Tier 1
39,Female,Married,home maker,No Income,Graduate,3,ONDC,,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,500,16,21,Tier 1
29,Male,Married,Employee,25001 to 50000,Graduate,3,Swiggy,Casual Dining,,Dinner,Non Veg foods (Lunch / Dinner),Disagree,600,18,13,Tier 3
23,Female,Single,,25001 to 50000,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,150,16,30,Tier 2
38,Female,Married,Student,No Income,Ph.D,3,Zomato,Cafe,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,1100,7,10,Tier 2
27,Female,Single,Self Employeed,25001 to 50000,Graduate,2,Swiggy,Fine Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,3200,16,30,Tier 1
34,Female,Married,Employee,More than 50000,Post Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,650,18,6,Tier 2
25,Male,Married,,25001 to 50000,Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,150,15,21,Tier 2
26,Male,Single,Self Employeed,10001 to 25000,Ph.D,1,ONDC,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,13,2,Tier 1
27,Male,Married,Self Employeed,25001 to 50000,Graduate,6,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,800,10,1,Tier 3
24,Male,Single,Employee,More than 50000,Post Graduate,3,ONDC,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,17,3,Tier 1
36,Female,Married,Self Employeed,More than 50000,Graduate,3,Zomato,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Neutral,400,14,22,Tier 1
33,Male,Married,Employee,10001 to 25000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,400,12,27,Tier 2
34,Male,Married,Student,No Income,Ph.D,4,Zomato,"Microbrewery, Bar",Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),,1400,7,30,Tier 1
29,Male,Married,Employee,More than 50000,Post Graduate,3,ONDC,Cafe,Anytime (Mon-Sun),Snacks,Desert Parlor items (snacks),Agree,600,13,30,Tier 2
23,Female,Single,Student,No Income,Graduate,5,Zomato,Quick Bites,Weekdays (Mon-Fri),Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,300,16,4,Tier 1
37,Male,Married,Employee,10001 to 25000,Post Graduate,4,Swiggy,Takeaway,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,650,17,8,Tier 1
24,Male,Single,Employee,More than 50000,Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,400,,30,Tier 2
30,Female,Married,Student,No Income,Ph.D,5,Swiggy,Desert Parlor,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,3000,11,21,Tier 1
31,Male,Married,Self Employeed,More than 50000,School,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,200,19,5,Tier 3
24,Male,Married,Self Employeed,More than 50000,Ph.D,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,14,30,Tier 1
,Male,Single,Student,No Income,Post Graduate,4,Swiggy,Desert Parlor,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Neutral,200,15,8,Tier 1
21,Female,Single,Student,No Income,Post Graduate,3,Swiggy,,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,2000,18,30,Tier 2
23,Male,Single,Employee,Below Rs.10000,Post Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,14,7,Tier 2
24,Female,Single,Employee,10001 to 25000,Post Graduate,4,Swiggy,,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,250,9,12,Tier 3
22,Male,Single,Student,No Income,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Strongly agree,300,22,6,Tier 1
36,Female,Married,Student,No Income,Ph.D,2,Swiggy,Casual Dining,,Snacks,Non Veg foods (Lunch / Dinner),Agree,700,19,6,Tier 2
28,Male,Single,Student,No Income,Ph.D,3,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,14,10,Tier 3
37,Female,Married,Employee,,Graduate,6,Swiggy,,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,9,6,Tier 1
28,Female,Single,Employee,More than 50000,Post Graduate,6,Swiggy,,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,14,30,Tier 2
25,Male,Single,Student,No Income,Post Graduate,2,ONDC,Cafe,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),,150,16,30,Tier 2
38,Male,Married,Self Employeed,10001 to 25000,Post Graduate,6,Zomato,Desert Parlor,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),,,9,30,Tier 3
29,Female,Married,Employee,Below Rs.10000,Graduate,3,Swiggy,Bar,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1300,9,8,Tier 3
28,Male,Single,Self Employeed,10001 to 25000,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,200,19,5,Tier 1
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,18,,Tier 1
24,Male,Single,Student,No Income,Post Graduate,3,Swiggy,Takeaway,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,700,18,8,Tier 1
29,Male,Married,Student,No Income,Ph.D,6,Swiggy,Quick Bites,Weekend (Sat & Sun),,Veg foods (Breakfast / Lunch / Dinner),Agree,400,12,23,Tier 1
34,Female,Married,Student,No Income,Ph.D,6,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,8,16,Tier 3
,Male,Single,Student,Below Rs.10000,Post Graduate,4,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,700,18,8,Tier 3
22,Female,Single,Employee,10001 to 25000,Graduate,3,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,900,17,30,
,Female,Single,Student,No Income,Graduate,3,Zomato,Casual Dining,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,550,18,30,Tier 3
36,Male,Married,Employee,10001 to 25000,Post Graduate,5,ONDC,Cafe,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,650,19,,Tier 1
34,Male,Married,Employee,25001 to 50000,Graduate,2,Zomato,"Cafe, Desert Parlor",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,900,13,30,Tier 3
33,Female,Married,Student,No Income,Ph.D,3,Swiggy,Desert Parlor,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,400,20,29,Tier 2
22,Female,Single,Employee,25001 to 50000,Graduate,2,Zomato,Bar,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Agree,750,8,22,Tier 1
29,Male,Married,Employee,25001 to 50000,Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,250,12,30,Tier 1
24,Female,Single,Student,,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,1000,13,5,Tier 2
33,Male,Married,Employee,25001 to 50000,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,400,16,8,Tier 2
27,Female,Single,Employee,10001 to 25000,Post Graduate,2,ONDC,Takeaway,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,600,18,7,Tier 1
30,Female,Married,Student,No Income,Ph.D,3,Swiggy,Takeaway,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,10,19,Tier 2
20,Female,Single,Student,No Income,Graduate,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,300,,,Tier 2
37,Female,Married,Employee,More than 50000,Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),,250,15,19,Tier 3
22,Male,Single,Student,25001 to 50000,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,550,10,9,Tier 1
30,Male,Married,Employee,More than 50000,Post Graduate,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,350,17,25,Tier 2
39,Male,Married,Student,No Income,Ph.D,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,600,19,30,Tier 1
28,Male,Married,Employee,More than 50000,Graduate,3,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),,,17,30,Tier 3
28,Female,Single,Self Employeed,Below Rs.10000,Post Graduate,5,Swiggy,Desert Parlor,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,12,30,
28,Female,Single,Student,No Income,Ph.D,3,Zomato,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,1000,9,26,Tier 3
22,Female,Single,Student,No Income,Graduate,4,Swiggy,Cafe,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),,700,8,30,Tier 2
25,Male,Single,Employee,25001 to 50000,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,600,18,4,Tier 1
34,Male,Married,Employee,10001 to 25000,Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,400,13,3,Tier 3
29,Male,Married,Student,No Income,Ph.D,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,19,30,Tier 1
30,Female,Married,Student,No Income,Ph.D,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,250,19,20,Tier 1
,Female,Single,Student,No Income,Graduate,3,Swiggy,Bar,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,1300,16,20,Tier 3
28,Male,Single,Student,No Income,Ph.D,6,Swiggy,"Cafe, Desert Parlor",Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Strongly agree,400,13,7,Tier 1
22,Female,Single,Employee,25001 to 50000,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,18,3,Tier 1
38,Male,Married,Student,,Ph.D,2,ONDC,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,150,18,30,Tier 3
21,Female,Single,Student,No Income,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),,200,8,30,Tier 1
31,Female,Married,home maker,No Income,School,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,11,15,Tier 3
39,Male,Married,Self Employeed,More than 50000,Post Graduate,6,Swiggy,Takeaway,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,600,7,4,Tier 2
21,Male,Single,Student,No Income,Graduate,2,,Takeaway,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,700,14,30,Tier 1
23,Male,Single,Student,No Income,Post Graduate,3,Zomato,,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,650,19,15,Tier 1
,Male,Single,Student,No Income,Graduate,5,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,200,13,1,Tier 1
22,Male,Single,Student,No Income,Graduate,2,Zomato,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),,400,14,8,Tier 2
34,Male,Married,Student,No Income,Ph.D,6,Swiggy,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,16,5,Tier 2
,Female,Single,Student,No Income,Graduate,3,Zomato,Bar,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,1300,16,20,Tier 1
38,Male,Married,Student,No Income,Ph.D,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),,500,12,0,Tier 3
27,Female,Single,Employee,25001 to 50000,Graduate,6,Swiggy,Bar,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly disagree,1100,23,30,Tier 3
25,Male,Single,Employee,10001 to 25000,Graduate,6,ONDC,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,9,30,Tier 1
24,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,150,21,18,Tier 3
25,Male,Single,Student,No Income,Graduate,1,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,9,13,Tier 1
40,Female,Married,Student,No Income,Ph.D,5,Swiggy,Desert Parlor,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,350,8,27,Tier 3
24,Male,Prefer not to say,Self Employeed,More than 50000,Ph.D,2,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,300,16,18,Tier 2
22,Male,Single,Student,No Income,Graduate,4,Swiggy,Fine Dining,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,3700,11,18,Tier 2
37,Male,Married,Employee,10001 to 25000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,1700,7,30,Tier 2
27,Female,Single,Employee,10001 to 25000,Graduate,4,Swiggy,"Cafe, Desert Parlor",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,22,16,Tier 2
22,Male,Single,Student,No Income,Graduate,3,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,1,30,Tier 3
38,Male,Married,Student,No Income,Ph.D,3,Swiggy,Fine Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,2000,17,7,Tier 2
26,Female,Single,Employee,Below Rs.10000,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1200,14,6,Tier 3
21,Female,Single,Employee,Below Rs.10000,Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,800,16,30,Tier 1
26,Female,Married,Employee,25001 to 50000,Post Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,750,10,23,Tier 2
33,Female,Married,home maker,No Income,School,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,600,15,12,Tier 1
24,Female,Single,Employee,25001 to 50000,Graduate,6,Swiggy,"Casual Dining, Cafe",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,900,12,30,Tier 1
24,Male,Single,Employee,Below Rs.10000,Post Graduate,4,Swiggy,Desert Parlor,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,300,7,19,Tier 2
36,Male,Married,Student,No Income,Ph.D,3,Swiggy,"Microbrewery, Desert Parlor",Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,1700,18,30,Tier 1
26,Female,Single,Employee,,Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,17,7,Tier 3
36,Female,Married,Self Employeed,25001 to 50000,Graduate,5,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,750,13,30,Tier 1
26,Female,Married,Employee,Below Rs.10000,Graduate,6,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,400,13,23,Tier 1
20,Male,,Student,No Income,Graduate,6,Zomato,"Microbrewery, Casual Dining",Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1500,14,30,Tier 1
24,Female,Single,Student,25001 to 50000,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,250,9,10,Tier 3
21,Male,Single,Student,No Income,Graduate,2,Swiggy,Takeaway,Anytime (Mon-Sun),Breakfast,,Agree,300,10,1,Tier 3
37,Female,Married,Employee,More than 50000,Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),,250,15,19,Tier 1
32,Female,Married,Self Employeed,Below Rs.10000,Graduate,2,Zomato,Casual Dining,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,800,10,7,Tier 2
39,Female,Married,Employee,More than 50000,Graduate,3,Swiggy,Desert Parlor,,Snacks,Non Veg foods (Lunch / Dinner),,400,10,30,Tier 2
24,Female,Single,Student,,Post Graduate,4,Swiggy,Cafe,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,600,17,30,Tier 3
26,Male,,Student,No Income,Ph.D,,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,400,17,30,Tier 1
26,Female,Married,Employee,10001 to 25000,Post Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,12,17,Tier 2
31,Male,Married,Student,No Income,Ph.D,5,Zomato,"Cafe, Casual Dining",Weekdays (Mon-Fri),Dinner,Non Veg foods (Lunch / Dinner),Agree,1300,10,23,Tier 2
27,Female,Married,Self Employeed,25001 to 50000,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,700,7,7,Tier 1
23,Female,Single,Student,No Income,Post Graduate,4,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,600,13,28,Tier 3
24,Female,Single,Student,,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,1000,13,5,Tier 2
24,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Strongly agree,500,0,30,Tier 1
26,Male,Single,Student,No Income,Ph.D,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,250,9,2,Tier 1
38,Female,Married,Self Employeed,25001 to 50000,Graduate,2,Swiggy,Beverage Shop,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,16,,Tier 1
39,Female,Married,home maker,No Income,Graduate,4,ONDC,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,750,12,30,Tier 3
26,Male,Married,Employee,More than 50000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,550,13,7,Tier 1
39,Female,Married,Employee,10001 to 25000,Graduate,5,Swiggy,Takeaway,Weekend (Sat & Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,1000,16,10,Tier 3
26,Male,Single,Employee,10001 to 25000,Graduate,2,Zomato,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,23,2,Tier 2
21,Female,Single,Student,No Income,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),,200,8,30,Tier 3
33,Female,Married,Employee,25001 to 50000,Post Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Strongly agree,900,10,30,Tier 1
23,Male,Single,Student,No Income,Graduate,3,Swiggy,casual dining,Anytime (Mon-Sun),Breakfast,,,300,10,,Tier 2
25,,Single,Student,No Income,Ph.D,,Swiggy,Desert Parlor,Anytime (Mon-Sun),Breakfast,,Strongly disagree,200,10,,Tier 3
23,Male,Single,Student,No Income,Graduate,6,ONDC,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,700,13,7,Tier 2
25,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,22,30,Tier 1
22,Male,Single,Employee,10001 to 25000,Graduate,2,Zomato,Cafe,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,650,15,15,Tier 1
21,Female,Single,Employee,10001 to 25000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,300,19,17,Tier 2
24,Male,Single,Student,No Income,Post Graduate,2,Swiggy,casual dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,16,8,Tier 1
22,Female,Single,Student,No Income,Graduate,4,Swiggy,Takeaway,Weekdays (Mon-Fri),Dinner,Non Veg foods (Lunch / Dinner),Agree,800,16,30,Tier 3
34,Female,Married,Student,No Income,Ph.D,5,ONDC,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,16,28,Tier 1
31,Male,Married,home maker,No Income,Graduate,5,Swiggy,Quick Bites,Weekend (Sat & Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,400,11,7,
27,Female,Married,Student,No Income,Ph.D,4,Zomato,"Microbrewery, Bar",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,2400,13,30,Tier 3
37,Male,Married,Student,No Income,Ph.D,5,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,500,13,22,Tier 1
32,Female,Married,home maker,No Income,Uneducated,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,,Strongly disagree,600,10,3,Tier 1
24,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,150,21,18,Tier 3
25,Female,Married,Self Employeed,25001 to 50000,Post Graduate,3,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,600,11,17,Tier 1
