"Age","Gender","Marital_Status","Occupation","Monthly_Income","Education","Family_Size","Medium","Restaurant_Type","Order_Time","Meal","Preference","Ease_Convenient","Avg_Cost","Order_Hour","Days_Since_Prior","Cities","Income_Level","Time_Period","Cost_Category","Order_Frequency","City_Tier","High_Demand_Area"
27,"Male","Single","Employee","10001 to 25000","Post Graduate",2,"Zomato","Bar","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1500,14,4,"Tier 1",3,"Afternoon","Premium","Very_Frequent",1,"1"
23,"Female","Single","Student","No Income","Graduate",5,"Zomato","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1800,15,0,"Tier 3",1,"Afternoon","Premium","Very_Frequent",3,"1"
28,"Male","Single","Student","No Income","Ph.D",2,"Zomato","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",1500,20,13,"Tier 1",1,"Evening","Premium","Moderate",1,"1"
28,"Female","Single","Self Employeed","More than 50000","Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",200,17,30,"Tier 2",5,"Evening","Low","Infrequent",2,"0"
33,"Male","Married","Student","No Income","Ph.D",6,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",250,14,13,"Tier 1",1,"Afternoon","Low","Moderate",1,"1"
23,"Male","Single","Employee","10001 to 25000","Post Graduate",2,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",800,20,30,"Tier 1",3,"Evening","Premium","Infrequent",1,"1"
29,"Male","Married","Student","No Income","Ph.D",5,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,21,21,"Tier 1",1,"Night","Medium","Infrequent",1,"1"
24,"Female","Single","Student","No Income","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",1800,9,6,"Tier 1",1,"Morning","Premium","Frequent",1,"1"
27,"Female","Single","Student","No Income","Graduate",3,"Zomato","Casual Dining","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",550,18,30,"Tier 1",1,"Evening","High","Infrequent",1,"1"
22,"Female","Single","Employee","Below Rs.10000","Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",500,11,30,"Tier 3",2,"Morning","High","Infrequent",3,"0"
24,"Male","Single","Employee","Below Rs.10000","Graduate",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",950,8,16,"Tier 1",2,"Morning","Premium","Moderate",1,"1"
33,"Female","Married","Student","No Income","Ph.D",5,"Zomato","Cafe","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",800,16,12,"Tier 3",1,"Afternoon","Premium","Moderate",3,"1"
26,"Female","Single","Student","No Income","Ph.D",6,"Swiggy","Takeaway","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,10,7,"Tier 3",1,"Morning","Low","Frequent",3,"0"
26,"Male","Single","Student","No Income","Post Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",500,14,30,"Tier 3",1,"Afternoon","High","Infrequent",3,"0"
23,"Female","Single","Employee","25001 to 50000","Graduate",5,"Zomato","Desert Parlor","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",3000,15,30,"Tier 2",4,"Afternoon","Premium","Infrequent",2,"1"
26,"Female","Married","Employee","Below Rs.10000","Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Disagree",200,11,6,"Tier 2",2,"Morning","Low","Frequent",2,"1"
35,"Male","Married","Employee","25001 to 50000","Graduate",5,"ONDC","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,1,6,"Tier 2",4,"Night","Low","Frequent",2,"1"
23,"Male","Single","Employee","25001 to 50000","Post Graduate",5,"Zomato","Quick Bites","Weekend (Sat & Sun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Disagree",200,12,7,"Tier 2",4,"Afternoon","Low","Frequent",2,"1"
24,"Male","Married","Employee","More than 50000","Post Graduate",3,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,15,9,"Tier 3",5,"Afternoon","Medium","Frequent",3,"1"
21,"Female","Single","Employee","25001 to 50000","Graduate",3,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,19,30,"Tier 1",4,"Evening","Low","Infrequent",1,"0"
35,"Female","Married","Employee","25001 to 50000","Graduate",6,"Zomato","Food Truck","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,18,14,"Tier 2",4,"Evening","Low","Moderate",2,"1"
28,"Female","Single","Self Employeed","More than 50000","Post Graduate",2,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",400,13,30,"Tier 2",5,"Afternoon","Medium","Infrequent",2,"1"
26,"Female","Single","Employee","25001 to 50000","Post Graduate",5,"ONDC","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,7,11,"Tier 3",4,"Morning","Low","Moderate",3,"0"
21,"Female","Single","Employee","More than 50000","Graduate",6,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",700,14,2,"Tier 2",5,"Afternoon","Premium","Very_Frequent",2,"1"
26,"Male","Single","Student","No Income","Ph.D",5,"ONDC","Desert Parlor","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,9,24,"Tier 3",1,"Morning","Low","Infrequent",3,"0"
24,"Male","Single","Employee","25001 to 50000","Graduate",2,"Swiggy","Cafe","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,14,8,"Tier 3",4,"Afternoon","Low","Frequent",3,"0"
39,"Female","Married","Student","No Income","Ph.D",3,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,14,2,"Tier 3",1,"Afternoon","Low","Very_Frequent",3,"0"
26,"Female","Single","Student","No Income","Ph.D",4,"ONDC","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Neutral",400,15,30,"Tier 2",1,"Afternoon","Medium","Infrequent",2,"1"
26,"Male","Married","Employee","25001 to 50000","Graduate",5,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,15,30,"Tier 1",4,"Afternoon","Low","Infrequent",1,"0"
39,"Male","Married","Employee","Below Rs.10000","Graduate",5,"Swiggy","Desert Parlor","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Neutral",100,13,23,"Tier 3",2,"Afternoon","Low","Infrequent",3,"0"
27,"Female","Single","Student","No Income","Ph.D",4,"Zomato","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1600,16,22,"Tier 2",1,"Afternoon","Premium","Infrequent",2,"1"
33,"Female","Married","home maker","No Income","School",3,"ONDC","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",600,15,12,"Tier 3",1,"Afternoon","High","Moderate",3,"1"
25,"Male","Single","Student","No Income","Graduate",1,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,9,13,"Tier 3",1,"Morning","High","Moderate",3,"1"
25,"Male","Married","Student","No Income","Ph.D",4,"ONDC","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Neutral",500,9,30,"Tier 1",1,"Morning","High","Infrequent",1,"1"
35,"Male","Married","Student","No Income","Ph.D",2,"Swiggy","Beverage Shop","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",300,13,13,"Tier 1",1,"Afternoon","Low","Moderate",1,"1"
31,"Male","Married","Self Employeed","More than 50000","School",6,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",200,19,5,"Tier 2",5,"Evening","Low","Very_Frequent",2,"1"
29,"Female","Married","Employee","10001 to 25000","Post Graduate",6,"Swiggy","Casual Dining","Weekdays (MonFri)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",700,10,24,"Tier 2",3,"Morning","Premium","Infrequent",2,"1"
27,"Male","Single","Student","No Income","Post Graduate",5,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",600,17,24,"Tier 1",1,"Evening","High","Infrequent",1,"1"
20,"Female","Single","Student","No Income","Graduate",5,"ONDC","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",600,8,9,"Tier 2",1,"Morning","High","Frequent",2,"1"
23,"Female","Single","Student","No Income","Post Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Disagree",350,16,16,"Tier 2",1,"Afternoon","Medium","Moderate",2,"0"
39,"Male","Married","Student","No Income","Ph.D",4,"Zomato","Desert Parlor","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",400,19,27,"Tier 2",1,"Evening","Medium","Infrequent",2,"1"
27,"Male","Single","Student","No Income","Ph.D",6,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",250,16,30,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
30,"Male","Married","Employee","More than 50000","Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Disagree",200,14,30,"Tier 1",5,"Afternoon","Low","Infrequent",1,"0"
28,"Male","Married","Employee","25001 to 50000","Post Graduate",5,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",800,17,30,"Tier 2",4,"Evening","Premium","Infrequent",2,"1"
33,"Male","Married","Employee","25001 to 50000","Graduate",2,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,16,8,"Tier 2",4,"Afternoon","Medium","Frequent",2,"1"
35,"Female","Married","Employee","Below Rs.10000","Post Graduate",4,"ONDC","Quick Bites","Weekdays (MonFri)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",200,11,12,"Tier 2",2,"Morning","Low","Moderate",2,"1"
35,"Male","Married","Student","No Income","Ph.D",3,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",800,4,7,"Tier 2",1,"Night","Premium","Frequent",2,"1"
25,"Male","Married","Self Employeed","25001 to 50000","Graduate",3,"ONDC","Bar","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1500,14,3,"Tier 3",4,"Afternoon","Premium","Very_Frequent",3,"1"
39,"Male","Married","Student","No Income","Ph.D",6,"Zomato","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",2500,15,16,"Tier 1",1,"Afternoon","Premium","Moderate",1,"1"
22,"Male","Single","Student","No Income","Post Graduate",3,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",500,22,30,"Tier 2",1,"Night","High","Infrequent",2,"1"
30,"Male","Married","Student","No Income","Ph.D",3,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,11,30,"Tier 2",1,"Morning","Low","Infrequent",2,"0"
34,"Male","Married","Student","No Income","Ph.D",2,"Zomato","Casual Dining","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",1500,10,20,"Tier 2",1,"Morning","Premium","Moderate",2,"1"
23,"Male","Single","Employee","25001 to 50000","Post Graduate",5,"Zomato","Quick Bites","Weekend (Sat & Sun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Disagree",200,12,7,"Tier 3",4,"Afternoon","Low","Frequent",3,"0"
24,"Female","Single","Employee","10001 to 25000","Post Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",250,9,12,"Tier 2",3,"Morning","Low","Moderate",2,"1"
27,"Female","Single","Employee","More than 50000","Graduate",5,"Swiggy","Desert Parlor","Anytime (MonSun)","Dinner","sweets","Agree",300,10,30,"Tier 3",5,"Morning","Low","Infrequent",3,"0"
34,"Male","Prefer not to say","Employee","More than 50000","Post Graduate",5,"Zomato","Bar","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",1500,13,30,"Tier 3",5,"Afternoon","Premium","Infrequent",3,"0"
25,"Male","Single","Student","No Income","Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",1000,15,5,"Tier 3",1,"Afternoon","Premium","Very_Frequent",3,"1"
22,"Male","Single","Student","No Income","Graduate",2,"Zomato","Desert Parlor","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",250,15,30,"Tier 3",1,"Afternoon","Low","Infrequent",3,"0"
23,"Male","Single","Student","No Income","Graduate",6,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",700,13,7,"Tier 1",1,"Afternoon","Premium","Frequent",1,"1"
29,"Male","Married","Employee","10001 to 25000","Graduate",5,"Zomato","Bar","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1500,9,30,"Tier 1",3,"Morning","Premium","Infrequent",1,"1"
27,"Male","Single","Employee","25001 to 50000","Graduate",3,"Swiggy","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",150,12,6,"Tier 2",4,"Afternoon","Low","Frequent",2,"1"
24,"Female","Single","Self Employeed","25001 to 50000","Post Graduate",3,"Swiggy","Beverage Shop","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",200,15,0,"Tier 3",4,"Afternoon","Low","Very_Frequent",3,"0"
20,"Female","Single","Employee","25001 to 50000","Graduate",4,"ONDC","Takeaway","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,16,6,"Tier 1",4,"Afternoon","Medium","Frequent",1,"1"
24,"Female","Single","Student","25001 to 50000","Post Graduate",3,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",250,9,10,"Tier 1",4,"Morning","Low","Frequent",1,"1"
25,"Male","Married","Self Employeed","More than 50000","Post Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",400,18,30,"Tier 1",5,"Evening","Medium","Infrequent",1,"1"
21,"Male","Single","Employee","Below Rs.10000","Graduate",2,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Breakfast","Veg foods (Breakfast / Lunch / Dinner)","Agree",1800,13,10,"Tier 2",2,"Afternoon","Premium","Frequent",2,"1"
34,"Male","Married","Employee","10001 to 25000","Graduate",6,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",550,11,12,"Tier 2",3,"Morning","High","Moderate",2,"1"
34,"Male","Married","Employee","More than 50000","Post Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,18,2,"Tier 3",5,"Evening","Low","Very_Frequent",3,"0"
34,"Female","Married","Student","No Income","Ph.D",6,"Zomato","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",500,13,30,"Tier 2",1,"Afternoon","High","Infrequent",2,"1"
23,"Female","Single","Student","No Income","Post Graduate",2,"Swiggy","Cafe","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",600,15,27,"Tier 1",1,"Afternoon","High","Infrequent",1,"1"
25,"Female","Single","Student","Below Rs.10000","Post Graduate",3,"Swiggy","Bar","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1300,14,13,"Tier 2",2,"Afternoon","Premium","Moderate",2,"1"
29,"Male","Married","Employee","More than 50000","Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",150,15,27,"Tier 1",5,"Afternoon","Low","Infrequent",1,"0"
27,"Male","Prefer not to say","Employee","25001 to 50000","Post Graduate",2,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",700,1,30,"Tier 2",4,"Night","Premium","Infrequent",2,"1"
24,"Male","Single","Student","No Income","Graduate",2,"Zomato","Quick Bites","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",200,13,30,"Tier 3",1,"Afternoon","Low","Infrequent",3,"0"
30,"Female","Married","home maker","No Income","School",5,"Swiggy","Desert Parlor","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,16,15,"Tier 1",1,"Afternoon","Medium","Moderate",1,"1"
38,"Male","Married","Student","No Income","Ph.D",3,"Swiggy","Fine Dining","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",2000,17,7,"Tier 3",1,"Evening","Premium","Frequent",3,"1"
23,"Female","Single","Student","No Income","Post Graduate",4,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",600,13,28,"Tier 2",1,"Afternoon","High","Infrequent",2,"1"
26,"Male","Married","Employee","25001 to 50000","Graduate",5,"Zomato","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,15,30,"Tier 1",4,"Afternoon","Low","Infrequent",1,"0"
29,"Male","Married","Employee","10001 to 25000","Graduate",5,"Zomato","Bar","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1500,9,30,"Tier 3",3,"Morning","Premium","Infrequent",3,"0"
21,"Male","Single","Student","Below Rs.10000","Post Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly agree",1400,18,0,"Tier 1",2,"Evening","Premium","Very_Frequent",1,"1"
34,"Male","Married","Student","No Income","Ph.D",6,"Swiggy","Desert Parlor","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,11,30,"Tier 2",1,"Morning","Low","Infrequent",2,"0"
34,"Female","Married","Employee","10001 to 25000","Graduate",6,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,18,17,"Tier 1",3,"Evening","Low","Moderate",1,"0"
27,"Female","Single","Employee","More than 50000","Post Graduate",3,"Swiggy","Beverage Shop","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,21,6,"Tier 2",5,"Night","Low","Frequent",2,"1"
38,"Female","Married","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",200,15,4,"Tier 1",1,"Afternoon","Low","Very_Frequent",1,"1"
27,"Male","Married","Employee","10001 to 25000","Post Graduate",2,"ONDC","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,17,29,"Tier 1",3,"Evening","High","Infrequent",1,"1"
23,"Male","Single","Student","More than 50000","Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",200,17,0,"Tier 2",5,"Evening","Low","Very_Frequent",2,"1"
30,"Female","Married","home maker","No Income","School",5,"Swiggy","Desert Parlor","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,16,15,"Tier 3",1,"Afternoon","Medium","Moderate",3,"1"
27,"Female","Married","Student","No Income","Ph.D",6,"ONDC","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",300,18,30,"Tier 2",1,"Evening","Low","Infrequent",2,"0"
23,"Female","Single","Student","No Income","Post Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,17,11,"Tier 1",1,"Evening","Medium","Moderate",1,"1"
25,"Male","Single","Employee","Below Rs.10000","Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",350,21,30,"Tier 2",2,"Night","Medium","Infrequent",2,"0"
23,"Male","Single","Employee","10001 to 25000","Graduate",2,"Zomato","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Disagree",600,10,30,"Tier 2",3,"Morning","High","Infrequent",2,"1"
23,"Male","Single","Student","No Income","Graduate",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",900,14,18,"Tier 1",1,"Afternoon","Premium","Moderate",1,"1"
28,"Male","Married","Employee","More than 50000","Post Graduate",1,"Zomato","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",500,14,13,"Tier 1",5,"Afternoon","High","Moderate",1,"1"
26,"Female","Single","home maker","No Income","Post Graduate",3,"Zomato","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",400,11,19,"Tier 1",1,"Morning","Medium","Moderate",1,"1"
28,"Female","Single","Employee","25001 to 50000","Graduate",6,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Neutral",450,16,16,"Tier 1",4,"Afternoon","High","Moderate",1,"1"
26,"Male","Married","Employee","10001 to 25000","Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",650,20,20,"Tier 1",3,"Evening","High","Moderate",1,"1"
38,"Male","Married","Student","No Income","Ph.D",2,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",500,12,0,"Tier 1",1,"Afternoon","High","Very_Frequent",1,"1"
23,"Male","Single","Student","No Income","Post Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",450,9,11,"Tier 3",1,"Morning","High","Moderate",3,"1"
25,"Male","Single","Employee","10001 to 25000","Graduate",4,"Swiggy","Bar","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",1300,11,30,"Tier 2",3,"Morning","Premium","Infrequent",2,"1"
24,"Female","Single","Employee","10001 to 25000","Post Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",200,12,19,"Tier 2",3,"Afternoon","Low","Moderate",2,"0"
29,"Male","Married","Student","No Income","Ph.D",3,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",200,13,10,"Tier 3",1,"Afternoon","Low","Frequent",3,"0"
25,"Male","Married","Employee","More than 50000","Ph.D",3,"Swiggy","Takeaway","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",400,14,30,"Tier 1",5,"Afternoon","Medium","Infrequent",1,"1"
26,"Male","Married","Student","No Income","Ph.D",6,"ONDC","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly disagree",400,1,30,"Tier 3",1,"Night","Medium","Infrequent",3,"0"
39,"Male","Married","Employee","10001 to 25000","Graduate",5,"Zomato","Cafe","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",600,14,30,"Tier 1",3,"Afternoon","High","Infrequent",1,"1"
25,"Male","Single","Employee","10001 to 25000","Graduate",6,"Zomato","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",400,9,30,"Tier 3",3,"Morning","Medium","Infrequent",3,"0"
20,"Male","Single","Student","No Income","Graduate",2,"ONDC","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",300,11,7,"Tier 2",1,"Morning","Low","Frequent",2,"1"
23,"Female","Single","Student","No Income","Post Graduate",2,"ONDC","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,10,30,"Tier 2",1,"Morning","Low","Infrequent",2,"0"
23,"Male","Single","Student","No Income","Post Graduate",2,"ONDC","Bar","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,12,30,"Tier 1",1,"Afternoon","Medium","Infrequent",1,"1"
20,"Male","Single","Student","No Income","Graduate",5,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,8,8,"Tier 1",1,"Morning","Low","Frequent",1,"1"
25,"Male","Single","Student","No Income","Ph.D",4,"Swiggy","Bar","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1200,10,10,"Tier 1",1,"Morning","Premium","Frequent",1,"1"
39,"Male","Married","Employee","25001 to 50000","Graduate",4,"Zomato","Cafe","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",800,15,30,"Tier 1",4,"Afternoon","Premium","Infrequent",1,"1"
20,"Male","Single","Student","No Income","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",600,15,30,"Tier 3",1,"Afternoon","High","Infrequent",3,"0"
32,"Male","Married","Employee","25001 to 50000","Graduate",3,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",150,2,6,"Tier 2",4,"Night","Low","Frequent",2,"1"
39,"Male","Single","Employee","25001 to 50000","Post Graduate",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",1000,18,13,"Tier 1",4,"Evening","Premium","Moderate",1,"1"
25,"Female","Single","Student","No Income","Post Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",400,13,7,"Tier 1",1,"Afternoon","Medium","Frequent",1,"1"
29,"Male","Married","Employee","10001 to 25000","Graduate",6,"Zomato","Takeaway","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Neutral",400,11,19,"Tier 2",3,"Morning","Medium","Moderate",2,"1"
27,"Female","Single","Student","No Income","Post Graduate",5,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Veg foods (Breakfast / Lunch / Dinner)","Agree",800,14,30,"Tier 2",1,"Afternoon","Premium","Infrequent",2,"1"
20,"Male","Single","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",250,18,17,"Tier 1",1,"Evening","Low","Moderate",1,"0"
